Metabolite	SMILES	KEGG	Gene Name
D-Ribose 5-phosphate	OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00117	RBKS
D-Ribose 5-phosphate	OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00117	PGM1
D-Ribose 5-phosphate	OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00117	PRPS1L1
D-Ribose 5-phosphate	OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00117	TKTL1
D-Ribose 5-phosphate	OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00117	TKTL2
D-Ribose 5-phosphate	OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00117	PRPS1
D-Ribose 5-phosphate	OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00117	PRPS2
D-Ribose 5-phosphate	OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00117	TKT
D-Ribose 5-phosphate	OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00117	PRPS2
D-Ribose 5-phosphate	OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00117	PGM3
D-Ribose 5-phosphate	OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00117	NUDT5
D-Ribose 5-phosphate	OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00117	ADPRM
D-Ribose 5-phosphate	OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00117	NUDT9
D-Ribose 5-phosphate	OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00117	PGM2
D-Ribose 5-phosphate	OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C00117	TRPM2
3-Oxooctadecanoyl-CoA	CCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N	C16216	HSD17B12
3-Oxooctadecanoyl-CoA	CCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N	C16216	ELOVL6
3a,7a-Dihydroxy-5b-cholest-24-enoyl-CoA	CC(CC\C=C(/C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C1CCC2C3[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)C3CC[C@]12C	C05447	ACOX2
3a,7a-Dihydroxy-5b-cholest-24-enoyl-CoA	CC(CC\C=C(/C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C1CCC2C3[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)C3CC[C@]12C	C05447	HSD17B4
3a,7a-Dihydroxy-5b-cholest-24-enoyl-CoA	CC(CC\C=C(/C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C1CCC2C3[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)C3CC[C@]12C	C05447	ACAD8
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	ACAP1
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	ACAP2
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	AGAP1
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	AGAP2
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	AGK
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	AGPAT1
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	AGPAT2
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	AGPAT3
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	AGPAT4
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	AGPAT5
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	ATP10A
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	ATP10B
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	ATP10D
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	ATP11A
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	ATP11B
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	ATP11C
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	ATP8A1
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	ATP8A2
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	ATP8B1
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	ATP8B2
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	ATP8B3
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	ATP8B4
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	ATP9A
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	DDHD1
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	DDHD2
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	DGKG
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	DGKH
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	DGKK
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	LCLAT1
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	LIPH
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	LIPI
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	LPPR4
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	LPPR5
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	MOGAT2
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	NAPEPLD
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	OSBPL1A
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	OSBPL2
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	PDE4D
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	PLCD3
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	PLTP
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	PPAP2A
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	PPAP2B
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	PPAP2C
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	PPAPDC1A
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	PPAPDC1B
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	PPAPDC2
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	PPAPDC3
PA(16:0e/18:0)	[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	None	RAB11FIP2
Spermine	NCCCNCCCCNCCCN	C00750	SMS
Spermine	NCCCNCCCCNCCCN	C00750	SAT1
Spermine	NCCCNCCCCNCCCN	C00750	SMOX
Spermine	NCCCNCCCCNCCCN	C00750	SAT2
Spermine	NCCCNCCCCNCCCN	C00750	SRM
Spermine	NCCCNCCCCNCCCN	C00750	ABP1
Spermine	NCCCNCCCCNCCCN	C00750	ODC1
Spermine	NCCCNCCCCNCCCN	C00750	XDH
Spermine	NCCCNCCCCNCCCN	C00750	SLC22A1
Spermine	NCCCNCCCCNCCCN	C00750	AMD1
Spermine	NCCCNCCCCNCCCN	C00750	OAZ1
Spermine	NCCCNCCCCNCCCN	C00750	HDC
Spermine	NCCCNCCCCNCCCN	C00750	BBOX1
Spermine	NCCCNCCCCNCCCN	C00750	SARDH
Spermine	NCCCNCCCCNCCCN	C00750	DMGDH
Spermine	NCCCNCCCCNCCCN	C00750	CHDH
Spermine	NCCCNCCCCNCCCN	C00750	PDPR
Spermine	NCCCNCCCCNCCCN	C00750	GATM
Spermine	NCCCNCCCCNCCCN	C00750	AGMAT
Spermine	NCCCNCCCCNCCCN	C00750	ALDH9A1
Spermine	NCCCNCCCCNCCCN	C00750	TMLHE
Spermine	NCCCNCCCCNCCCN	C00750	MTAP
Spermine	NCCCNCCCCNCCCN	C00750	BHMT2
Spermine	NCCCNCCCCNCCCN	C00750	BHMT
Spermine	NCCCNCCCCNCCCN	C00750	PMF1
Spermine	NCCCNCCCCNCCCN	C00750	SLC22A4
L-Glutamine	N[C@@H](CCC(N)=O)C(O)=O	C00064	PIG59
L-Glutamine	N[C@@H](CCC(N)=O)C(O)=O	C00064	CAD
L-Glutamine	N[C@@H](CCC(N)=O)C(O)=O	C00064	QARS
L-Glutamine	N[C@@H](CCC(N)=O)C(O)=O	C00064	NADSYN1
L-Glutamine	N[C@@H](CCC(N)=O)C(O)=O	C00064	GFPT1
L-Glutamine	N[C@@H](CCC(N)=O)C(O)=O	C00064	ASNS
L-Glutamine	N[C@@H](CCC(N)=O)C(O)=O	C00064	GFPT2
L-Glutamine	N[C@@H](CCC(N)=O)C(O)=O	C00064	GLS
L-Glutamine	N[C@@H](CCC(N)=O)C(O)=O	C00064	CTPS1
L-Glutamine	N[C@@H](CCC(N)=O)C(O)=O	C00064	GLS2
L-Glutamine	N[C@@H](CCC(N)=O)C(O)=O	C00064	GMPS
L-Glutamine	N[C@@H](CCC(N)=O)C(O)=O	C00064	CCBL1
L-Glutamine	N[C@@H](CCC(N)=O)C(O)=O	C00064	F13A1
L-Glutamine	N[C@@H](CCC(N)=O)C(O)=O	C00064	GLUL
L-Glutamine	N[C@@H](CCC(N)=O)C(O)=O	C00064	TGM1
L-Glutamine	N[C@@H](CCC(N)=O)C(O)=O	C00064	TGM2
L-Glutamine	N[C@@H](CCC(N)=O)C(O)=O	C00064	PPAT
L-Glutamine	N[C@@H](CCC(N)=O)C(O)=O	C00064	PFAS
L-Glutamine	N[C@@H](CCC(N)=O)C(O)=O	C00064	TGM5
L-Glutamine	N[C@@H](CCC(N)=O)C(O)=O	C00064	PET112
L-Glutamine	N[C@@H](CCC(N)=O)C(O)=O	C00064	TGM3
L-Glutamine	N[C@@H](CCC(N)=O)C(O)=O	C00064	QRSL1
L-Glutamine	N[C@@H](CCC(N)=O)C(O)=O	C00064	TGM6
L-Glutamine	N[C@@H](CCC(N)=O)C(O)=O	C00064	SLC7A8
L-Glutamine	N[C@@H](CCC(N)=O)C(O)=O	C00064	SLC38A3
L-Glutamine	N[C@@H](CCC(N)=O)C(O)=O	C00064	SLC1A5
L-Glutamine	N[C@@H](CCC(N)=O)C(O)=O	C00064	CTPS2
L-Glutamine	N[C@@H](CCC(N)=O)C(O)=O	C00064	TGM4
L-Glutamine	N[C@@H](CCC(N)=O)C(O)=O	C00064	SLC16A10
L-Glutamine	N[C@@H](CCC(N)=O)C(O)=O	C00064	TGM7
L-Glutamine	N[C@@H](CCC(N)=O)C(O)=O	C00064	GATC
L-Glutamine	N[C@@H](CCC(N)=O)C(O)=O	C00064	GLYATL1
4a-Methylzymosterol-4-carboxylic acid	C[C@@H](CCC=C(C)C)C1CCC2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)[C@](C)(C1CC3)C(O)=O	C15808	HSD17B7
4a-Methylzymosterol-4-carboxylic acid	C[C@@H](CCC=C(C)C)C1CCC2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)[C@](C)(C1CC3)C(O)=O	C15808	MSMO1
4a-Methylzymosterol-4-carboxylic acid	C[C@@H](CCC=C(C)C)C1CCC2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)[C@](C)(C1CC3)C(O)=O	C15808	NSDHL
Hydrogen sulfide	S	C00283	CYP1A1
Hydrogen sulfide	S	C00283	CYP1A2
Hydrogen sulfide	S	C00283	CYP1B1
Hydrogen sulfide	S	C00283	CYP2A7
Hydrogen sulfide	S	C00283	CYP2A13
Hydrogen sulfide	S	C00283	CYP2B6
Hydrogen sulfide	S	C00283	CYP2C19
Hydrogen sulfide	S	C00283	CYP2C8
Hydrogen sulfide	S	C00283	CYP2C9
Hydrogen sulfide	S	C00283	CYP2D6
Hydrogen sulfide	S	C00283	CYP2E1
Hydrogen sulfide	S	C00283	CYP2F1
Hydrogen sulfide	S	C00283	CYP2J2
Hydrogen sulfide	S	C00283	CYP3A4
Hydrogen sulfide	S	C00283	CYP4B1
Hydrogen sulfide	S	C00283	CYP19A1
Hydrogen sulfide	S	C00283	CYP4Z1
Hydrogen sulfide	S	C00283	CYP2S1
Hydrogen sulfide	S	C00283	CTH
Hydrogen sulfide	S	C00283	CYP2A6
Hydrogen sulfide	S	C00283	CYP2C18
Hydrogen sulfide	S	C00283	CBS
Hydrogen sulfide	S	C00283	CYP3A7
Hydrogen sulfide	S	C00283	CYP3A5
Hydrogen sulfide	S	C00283	CYP4X1
Hydrogen sulfide	S	C00283	CYP3A43
Hydrogen sulfide	S	C00283	LIAS
2-Hydroxyestrone-1-S-glutathione	C[C@]12CCC3C(CCC4=C3C(SC[C@@H](NC(=O)CC[C@@H](N)C(O)=O)C(=O)NCC(O)=O)=C(O)C(O)=C4)C1CCC2=O	None	GSTT2
L-Malic acid	O[C@@H](CC(O)=O)C(O)=O	C00149	FH
L-Malic acid	O[C@@H](CC(O)=O)C(O)=O	C00149	MDH1
L-Malic acid	O[C@@H](CC(O)=O)C(O)=O	C00149	MDH2
L-Malic acid	O[C@@H](CC(O)=O)C(O)=O	C00149	ME1
L-Malic acid	O[C@@H](CC(O)=O)C(O)=O	C00149	ME2
L-Malic acid	O[C@@H](CC(O)=O)C(O)=O	C00149	ME3
Myoinositol	O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O	C00137	IMPA1
Myoinositol	O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O	C00137	GLA
Myoinositol	O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O	C00137	MIOX
Myoinositol	O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O	C00137	IMPA2
Myoinositol	O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O	C00137	IMPAD1
Myoinositol	O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O	C00137	CDIPT
Myoinositol	O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O	C00137	GDE1
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	PLA2G5
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	PLA2G2F
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	PLA2G4A
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	PLA2G1B
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	PLA2G10
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	PLA2G2E
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	PLA2G12A
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	PLA2G6
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	LCAT
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	PLA2G2A
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	PLA2G2D
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	PLD2
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	PEMT
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	PLD1
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	PAFAH1B3
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	PLA2G4C
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	PAFAH1B2
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	PLA2G3
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	PAFAH2
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	BDH1
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	PAFAH1B1
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	PCYT1B
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	PCYT1A
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	SGMS2
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	SGMS1
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	CHKA
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	ATP11C
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	ATP11A
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	ATP10A
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	ATP8B1
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	ATP9A
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	ATP10D
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	ATP8A2
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	ATP8A1
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	ATP8B4
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	ATP11B
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	ATP8B3
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	PITPNB
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	ABCB4
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	LRAT
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	PLSCR1
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	PTDSS1
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	PITPNA
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	PLTP
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	CHPT1
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	MOGAT2
PC(18:1(9Z)e/2:0)	CCCCCCCC\C=C/CCCCCCCCOC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	C04598	CEPT1
